Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
VA,AUGUSTA CO PBLC SCHS,VA,RIVERHEADS HIGH,510030000129,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,RIVERHEADS HIGH,510030000129,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,RIVERHEADS HIGH,510030000129,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,RIVERHEADS HIGH,510030000129,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,RIVERHEADS HIGH,510030000129,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.01,0.01,0.94,0.02,1.00,0.04,0.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Enrollment in AP classes,0.00,0.04,0.00,0.04,0.08,0.84,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Taking AP tests for some AP courses taken,0.00,0.04,0.00,0.00,0.08,0.88,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,STUARTS DRAFT HIGH,510030000132,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.03,0.03,0.90,0.03,1.00,0.09,0.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Enrollment in AP classes,0.00,0.03,0.00,0.06,0.03,0.89,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Taking AP tests for some AP courses taken,0.00,0.03,0.00,0.06,0.03,0.87,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.22,0.00,0.78,0.00,1.00,0.00,0.00
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,AUGUSTA CO PBLC SCHS,VA,WILSON MEMORIAL HIGH,510030000138,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.04,0.03,0.89,0.03,1.00,0.07,0.01
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.29,0.00
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.29,0.00
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,BATH CO PBLC SCHS,VA,BATH COUNTY HIGH,510033000139,2015,Total Enrollment (Secondary Schools),0.01,0.00,0.00,0.02,0.03,0.91,0.04,1.00,0.12,0.01
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Enrollment in AP classes,0.00,0.20,0.20,0.00,0.20,0.40,0.00,1.00,0.00,0.00
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Taking AP tests for some AP courses taken,0.00,0.20,0.20,0.00,0.20,0.40,0.00,1.00,0.00,0.00
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,EDISON HIGH,510126000461,2015,Total Enrollment (Secondary Schools),0.00,0.15,0.00,0.32,0.21,0.27,0.04,1.00,0.13,0.14
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Enrollment in AP classes,0.00,0.31,0.00,0.14,0.08,0.42,0.06,1.00,0.02,0.01
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Taking AP tests for some AP courses taken,0.00,0.31,0.00,0.12,0.07,0.42,0.06,1.00,0.02,0.00
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Students who took AP courses but did not take any AP tests,0.00,0.20,0.00,0.29,0.11,0.38,0.03,1.00,0.08,0.06
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Passing some AP tests taken,0,0.34,0,0.10,0.06,0.43,0.06,1.00,0.01,0.01
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Passing no AP tests taken,0,0.24,0,0.18,0.11,0.41,0.07,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,FAIRFAX HIGH,510126000463,2015,Total Enrollment (Secondary Schools),0.00,0.22,0.00,0.21,0.10,0.41,0.05,1.00,0.11,0.09
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Enrollment in AP classes,0.00,0.27,0.00,0.29,0.09,0.31,0.04,1.00,0.05,0.02
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Taking AP tests for some AP courses taken,0.00,0.29,0.00,0.27,0.08,0.32,0.05,1.00,0.05,0.01
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Students who took AP courses but did not take any AP tests,0.00,0.10,0.00,0.47,0.17,0.25,0.00,1.00,0.13,0.10
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Passing some AP tests taken,0,0.28,0,0.26,0.08,0.32,0.05,1.00,0.04,0
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Passing no AP tests taken,0,0.31,0,0.29,0.06,0.31,0.03,1.00,0.07,0
VA,FAIRFAX CO PBLC SCHS,VA,FALLS CHURCH HIGH,510126000468,2015,Total Enrollment (Secondary Schools),0.00,0.21,0.00,0.48,0.07,0.20,0.04,1.00,0.16,0.25
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Enrollment in AP classes,0.00,0.08,0.01,0.17,0.10,0.61,0.04,1.00,0.03,0.00
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Taking AP tests for some AP courses taken,0.00,0.08,0.01,0.16,0.09,0.62,0.04,1.00,0.02,0.00
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Students who took AP courses but did not take any AP tests,0.00,0.10,0.00,0.17,0.20,0.47,0.05,1.00,0.10,0.05
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Passing some AP tests taken,0,0.07,0,0.15,0.06,0.68,0.05,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Passing no AP tests taken,0,0.10,0,0.21,0.16,0.50,0.03,1.00,0.05,0
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Total Enrollment (Secondary Schools),0.00,0.06,0.00,0.34,0.18,0.37,0.04,1.00,0.15,0.15
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Enrollment in AP classes,0.01,0.08,0.00,0.10,0.33,0.44,0.06,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Taking AP tests for some AP courses taken,0.01,0.07,0.00,0.09,0.25,0.53,0.05,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Students who took AP courses but did not take any AP tests,0.02,0.07,0.00,0.11,0.49,0.27,0.04,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Passing some AP tests taken,0,0.11,0,0.07,0.11,0.67,0.04,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Passing no AP tests taken,0,0.09,0,0.09,0.39,0.39,0.05,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,HERMITAGE HIGH,510189000806,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.13,0.48,0.30,0.05,1.00,0.18,0.04
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Enrollment in AP classes,0.01,0.01,0.00,0.04,0.71,0.19,0.03,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Taking AP tests for some AP courses taken,0.00,0.04,0.00,0.04,0.61,0.27,0.05,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Students who took AP courses but did not take any AP tests,0.01,0.00,0.00,0.05,0.75,0.15,0.03,1.00,0.01,0.00
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Passing some AP tests taken,0,0,0,0,0.36,0.64,0,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Passing no AP tests taken,0,0,0,0.05,0.70,0.20,0.05,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,HIGHLAND SPRINGS HIGH,510189000809,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.05,0.80,0.11,0.02,1.00,0.18,0.02
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Enrollment in AP classes,0.00,0.20,0.01,0.10,0.29,0.36,0.04,1.00,0.02,0.00
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Taking AP tests for some AP courses taken,0.01,0.26,0.00,0.09,0.25,0.35,0.05,1.00,0.01,0.00
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Students who took AP courses but did not take any AP tests,0.00,0.15,0.02,0.10,0.34,0.34,0.05,1.00,0.02,0.01
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Passing some AP tests taken,0,0.31,0,0.08,0.20,0.37,0.04,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Passing no AP tests taken,0,0.23,0,0.10,0.34,0.34,0,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,TUCKER HIGH,510189000811,2015,Total Enrollment (Secondary Schools),0.00,0.14,0.00,0.15,0.31,0.35,0.04,1.00,0.11,0.07
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Enrollment in AP classes,0.02,0.02,0.00,0.03,0.59,0.30,0.04,1.00,0.00,0.00
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Taking AP tests for some AP courses taken,0.01,0.03,0.00,0.04,0.58,0.29,0.04,1.00,0.00,0.00
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Students who took AP courses but did not take any AP tests,0.03,0.00,0.00,0.05,0.63,0.26,0.03,1.00,0.00,0.00
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Passing some AP tests taken,0,0,0,0,0.46,0.54,0,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Passing no AP tests taken,0,0.04,0,0.04,0.68,0.25,0,1.00,0,0
VA,HENRICO CO PBLC SCHS,VA,VARINA HIGH,510189000835,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.03,0.68,0.24,0.03,1.00,0.18,0.00
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Enrollment in AP classes,0.01,0.04,0.00,0.05,0.30,0.52,0.07,1.00,0.01,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Taking AP tests for some AP courses taken,0.02,0.04,0.00,0.05,0.25,0.55,0.08,1.00,0.02,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Students who took AP courses but did not take any AP tests,0.00,0.04,0.00,0.05,0.47,0.41,0.03,1.00,0.03,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Passing some AP tests taken,0.02,0.05,0,0.05,0.13,0.67,0.08,1.00,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Passing no AP tests taken,0,0.03,0,0.05,0.43,0.41,0.07,1.00,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.04,0.53,0.34,0.06,1.00,0.10,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Enrollment in AP classes,0.01,0.09,0.01,0.08,0.40,0.33,0.09,1.00,0.02,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Taking AP tests for some AP courses taken,0.01,0.09,0.01,0.09,0.36,0.34,0.10,1.00,0.03,0.01
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Students who took AP courses but did not take any AP tests,0.03,0.05,0.03,0.05,0.53,0.21,0.09,1.00,0.03,0.03
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Passing some AP tests taken,0,0.11,0,0.09,0.26,0.44,0.09,1.00,0,0.05
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Passing no AP tests taken,0,0.07,0,0.10,0.47,0.23,0.13,1.00,0.04,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,NORVIEW HIGH,510267001122,2015,Total Enrollment (Secondary Schools),0.01,0.04,0.01,0.11,0.56,0.22,0.06,1.00,0.11,0.06
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.12,0.79,0.05,0.05,1.00,0.16,0.05
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY HIGH,510348001532,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.01,0.01,0.95,0.01,1.00,0.13,0.01
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,RYE COVE HIGH,510348001536,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.02,0.00,0.96,0.01,1.00,0.14,0.01
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,TWIN SPRINGS HIGH,510348001539,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.04,0.00,0.94,0.01,1.00,0.18,0.02
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SCOTT CO PBLC SCHS,VA,GATE CITY MIDDLE,510348002132,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.01,0.01,0.96,0.01,1.00,0.17,0.00
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Enrollment in AP classes,0.00,0.08,0.00,0.05,0.06,0.74,0.07,1.00,0.01,0.01
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Taking AP tests for some AP courses taken,0.00,0.08,0.00,0.06,0.05,0.74,0.06,1.00,0.02,0.00
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Students who took AP courses but did not take any AP tests,0.00,0.06,0.00,0.04,0.09,0.72,0.09,1.00,0.02,0.00
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Passing some AP tests taken,0,0.09,0,0.04,0.02,0.78,0.07,1.00,0,0
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Passing no AP tests taken,0,0.08,0,0.11,0.08,0.69,0.04,1.00,0,0
VA,YORK CO PBLC SCHS,VA,YORK HIGH,510415001823,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.06,0.11,0.71,0.07,1.00,0.07,0.01
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,0.50,0.00
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,YORK CO PBLC SCHS,VA,YORK RIVER ACADEMY,510415002330,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.05,0.05,0.85,0.03,1.00,0.33,0.00
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RICHMOND JUVENILE DETENTION HOME,510004202395,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.04,0.96,0.00,0.00,1.00,0.37,0.00
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,510004202397,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.06,0.48,0.39,0.06,1.00,0.21,0.06
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,510004202399,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.00,0.50,0.50,0.00,1.00,0.50,0.00
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,DOE SOP EDUC PROGRAMS,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,510004202476,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.06,0.82,0.12,0.00,1.00,0.29,0.00
VA,BUCHANAN CO PBLC SCHS,VA,HURLEY HIGH,510051000200,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
