Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
VA,FAIRFAX CO PBLC SCHS,VA,FAIRHILL ELEM,510126000466,2015,Support Services Staff (for Pupils and for Instructional Staff),226463.00,3.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,FAIRHILL ELEM,510126000466,2015,Non-Personnel Expenditures,80188.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,FAIRHILL ELEM,510126000466,2015,Total enrollment,,,2.00,181.00,2.00,142.00,43.00,193.00,34.00,597.00,56.00,4.00,151.00
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Salary Amount for Total Personnel (instructional support services and school administration),3340250.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Salary Amount for Teachers,2409958.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Instructional Aides,310334.00,11.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,School Administration Staff,427900.00,6.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Support Services Staff (for Pupils and for Instructional Staff),192057.00,3.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Non-Personnel Expenditures,79756.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROLLING VALLEY ELEM,510126000562,2015,Total enrollment,,,4.00,118.00,0.00,106.00,49.00,253.00,43.00,573.00,68.00,7.00,118.00
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Salary Amount for Total Personnel (instructional support services and school administration),5122752.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Salary Amount for Teachers,3710736.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Instructional Aides,439702.00,16.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,School Administration Staff,665867.00,9.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Support Services Staff (for Pupils and for Instructional Staff),306445.00,5.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Non-Personnel Expenditures,81155.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ANNANDALE TERRACE ELEM,510126000424,2015,Total enrollment,,,4.00,127.00,0.00,376.00,124.00,76.00,7.00,714.00,71.00,0.00,400.00
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Salary Amount for Total Personnel (instructional support services and school administration),3597053.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Salary Amount for Teachers,2640532.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Instructional Aides,209101.00,9.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,School Administration Staff,468019.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Support Services Staff (for Pupils and for Instructional Staff),279399.00,4.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Non-Personnel Expenditures,79178.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,KEENE MILL ELEM,510126000508,2015,Total enrollment,,,4.00,157.00,4.00,160.00,82.00,301.00,55.00,763.00,50.00,16.00,118.00
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Salary Amount for Total Personnel (instructional support services and school administration),11600338.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Salary Amount for Teachers,9001444.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Instructional Aides,94745.00,3.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,School Administration Staff,1420191.00,18.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Support Services Staff (for Pupils and for Instructional Staff),1083956.00,15.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Non-Personnel Expenditures,878184.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510126002034,2015,Total enrollment,,,34.00,1156.00,16.00,40.00,28.00,466.00,82.00,1822.00,10.00,22.00,0.00
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Salary Amount for Total Personnel (instructional support services and school administration),6068692.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Salary Amount for Teachers,4482504.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Instructional Aides,488987.00,20.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,School Administration Staff,672403.00,11.25,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Support Services Staff (for Pupils and for Instructional Staff),424798.00,6.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Non-Personnel Expenditures,267259.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,HUTCHISON ELEM,510126000460,2015,Total enrollment,,,4.00,124.00,0.00,691.00,88.00,76.00,19.00,1002.00,95.00,4.00,631.00
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Salary Amount for Total Personnel (instructional support services and school administration),8468008.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Salary Amount for Teachers,6413261.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Instructional Aides,292424.00,10.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,School Administration Staff,881498.00,12.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Support Services Staff (for Pupils and for Instructional Staff),880822.00,12.67,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Non-Personnel Expenditures,267599.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,SANDBURG MIDDLE,510126000474,2015,Total enrollment,,,4.00,73.00,4.00,478.00,238.00,574.00,61.00,1432.00,191.00,43.00,232.00
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Salary Amount for Total Personnel (instructional support services and school administration),4093276.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Salary Amount for Teachers,2700202.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Instructional Aides,651848.00,20.60,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,School Administration Staff,464662.00,5.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Support Services Staff (for Pupils and for Instructional Staff),276562.00,6.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Non-Personnel Expenditures,104781.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BELLE VIEW ELEM,510126000429,2015,Total enrollment,,,2.00,16.00,2.00,169.00,43.00,268.00,31.00,531.00,107.00,7.00,124.00
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Salary Amount for Total Personnel (instructional support services and school administration),5828732.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Salary Amount for Teachers,4227111.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Instructional Aides,531442.00,18.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,School Administration Staff,694290.00,10.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Support Services Staff (for Pupils and for Instructional Staff),375888.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Non-Personnel Expenditures,147571.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,BROOKFIELD ELEM,510126000433,2015,Total enrollment,,,4.00,193.00,2.00,343.00,103.00,169.00,40.00,854.00,116.00,16.00,346.00
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Salary Amount for Total Personnel (instructional support services and school administration),13730573.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Salary Amount for Teachers,10113840.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Instructional Aides,477625.00,18.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,School Administration Staff,1641949.00,23.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Support Services Staff (for Pupils and for Instructional Staff),1497158.00,23.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Non-Personnel Expenditures,1195742.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Total enrollment,,,7.00,124.00,7.00,823.00,538.00,394.00,79.00,1972.00,356.00,31.00,349.00
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Salary Amount for Total Personnel (instructional support services and school administration),3289585.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Salary Amount for Teachers,2277177.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Instructional Aides,263538.00,9.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,School Administration Staff,586369.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Support Services Staff (for Pupils and for Instructional Staff),162499.00,4.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Non-Personnel Expenditures,139497.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WAKEFIELD FOREST ELEM,510126000580,2015,Total enrollment,,,0.00,85.00,0.00,67.00,10.00,370.00,40.00,572.00,74.00,16.00,52.00
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Salary Amount for Total Personnel (instructional support services and school administration),3179012.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Salary Amount for Teachers,2207644.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Instructional Aides,317461.00,10.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,School Administration Staff,449448.00,7.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Support Services Staff (for Pupils and for Instructional Staff),204458.00,4.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Non-Personnel Expenditures,97831.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST SPRINGFIELD ELEM,510126000584,2015,Total enrollment,,,2.00,43.00,0.00,67.00,52.00,304.00,46.00,514.00,80.00,2.00,25.00
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Salary Amount for Total Personnel (instructional support services and school administration),21878686.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Salary Amount for Teachers,16414460.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Instructional Aides,857732.00,25.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,School Administration Staff,2510473.00,28.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Support Services Staff (for Pupils and for Instructional Staff),2096020.00,34.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Non-Personnel Expenditures,677468.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Total enrollment,,,7.00,550.00,4.00,538.00,250.00,2299.00,217.00,3865.00,482.00,157.00,127.00
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Salary Amount for Total Personnel (instructional support services and school administration),4399068.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Salary Amount for Teachers,3469046.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Instructional Aides,181341.00,10.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,School Administration Staff,324800.00,4.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Support Services Staff (for Pupils and for Instructional Staff),423881.00,16.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Non-Personnel Expenditures,327110.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE HIGH,510171000702,2015,Total enrollment,,,4.00,22.00,0.00,61.00,94.00,706.00,52.00,939.00,113.00,40.00,25.00
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Salary Amount for Total Personnel (instructional support services and school administration),2058698.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Salary Amount for Teachers,1525937.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Instructional Aides,157443.00,11.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,School Administration Staff,152360.00,2.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Support Services Staff (for Pupils and for Instructional Staff),222958.00,6.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Non-Personnel Expenditures,60981.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE ELEM,510171002190,2015,Total enrollment,,,2.00,4.00,0.00,19.00,28.00,367.00,25.00,445.00,59.00,13.00,10.00
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Salary Amount for Total Personnel (instructional support services and school administration),3595733.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Salary Amount for Teachers,2903000.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Instructional Aides,160033.00,9.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,School Administration Staff,240055.00,3.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Support Services Staff (for Pupils and for Instructional Staff),292645.00,7.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Non-Personnel Expenditures,119506.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,WILLIAM MONROE MIDDLE,510171000106,2015,Total enrollment,,,2.00,16.00,0.00,58.00,58.00,556.00,52.00,742.00,104.00,16.00,19.00
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Salary Amount for Total Personnel (instructional support services and school administration),2434353.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Salary Amount for Teachers,1866717.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Instructional Aides,265406.00,18.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,School Administration Staff,78505.00,1.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Support Services Staff (for Pupils and for Instructional Staff),223725.00,6.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Non-Personnel Expenditures,45401.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,NATHANAEL GREENE PRIMARY SCHOOL,510171000700,2015,Total enrollment,,,0.00,4.00,0.00,28.00,28.00,367.00,40.00,467.00,80.00,0.00,16.00
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Salary Amount for Total Personnel (instructional support services and school administration),2781720.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Salary Amount for Teachers,2151317.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Instructional Aides,319274.00,20.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,School Administration Staff,142000.00,2.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Support Services Staff (for Pupils and for Instructional Staff),169129.00,5.00,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Non-Personnel Expenditures,85035.00,,,,,,,,,,,,
VA,GREENE CO PBLC SCHS,VA,RUCKERSVILLE ELEM,510171001802,2015,Total enrollment,,,4.00,19.00,2.00,82.00,55.00,412.00,40.00,614.00,77.00,7.00,70.00
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Salary Amount for Total Personnel (instructional support services and school administration),2570692.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Salary Amount for Teachers,1948793.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Instructional Aides,148119.00,12.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,School Administration Staff,189570.00,4.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Support Services Staff (for Pupils and for Instructional Staff),284210.00,15.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Non-Personnel Expenditures,679480.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,EDWARD W WYATT MIDDLE,510174000707,2015,Total enrollment,,,4.00,7.00,0.00,22.00,358.00,148.00,0.00,539.00,65.00,22.00,7.00
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Salary Amount for Total Personnel (instructional support services and school administration),5067972.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Salary Amount for Teachers,4229311.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Instructional Aides,347405.00,26.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,School Administration Staff,195401.00,3.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Support Services Staff (for Pupils and for Instructional Staff),221524.00,27.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Non-Personnel Expenditures,1133147.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE ELEM,510174001827,2015,Total enrollment,,,4.00,10.00,0.00,49.00,802.00,250.00,2.00,1117.00,140.00,28.00,28.00
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Salary Amount for Total Personnel (instructional support services and school administration),808011.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Salary Amount for Teachers,493630.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Instructional Aides,88306.00,6.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,School Administration Staff,114978.00,2.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Support Services Staff (for Pupils and for Instructional Staff),11097.00,4.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Non-Personnel Expenditures,210482.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,BELFIELD ELEM,510174000703,2015,Total enrollment,,,0.00,0.00,0.00,2.00,124.00,43.00,4.00,173.00,17.00,4.00,2.00
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Salary Amount for Total Personnel (instructional support services and school administration),2898910.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Salary Amount for Teachers,2223623.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Instructional Aides,70347.00,6.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,School Administration Staff,195401.00,5.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Support Services Staff (for Pupils and for Instructional Staff),409539.00,18.00,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Non-Personnel Expenditures,1017843.00,,,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Total enrollment,,,2.00,10.00,0.00,22.00,517.00,190.00,2.00,743.00,95.00,28.00,7.00
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Salary Amount for Total Personnel (instructional support services and school administration),644605.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Salary Amount for Teachers,2329338.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Instructional Aides,424928.00,23.00,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,School Administration Staff,123888.00,2.00,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Support Services Staff (for Pupils and for Instructional Staff),95788.00,3.00,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Non-Personnel Expenditures,0.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,SOUTH BOSTON ELEM,510177002759,2015,Total enrollment,,,0.00,19.00,0.00,28.00,394.00,268.00,25.00,734.00,92.00,4.00,22.00
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Salary Amount for Total Personnel (instructional support services and school administration),141627.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Salary Amount for Teachers,285913.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Instructional Aides,111844.00,7.00,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,School Administration Staff,29782.00,0.50,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Support Services Staff (for Pupils and for Instructional Staff),0.00,0.00,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Non-Personnel Expenditures,0.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLUSTER SPRINGS EARLY LEARNING CTR,510177002835,2015,Total enrollment,,,0.00,0.00,0.00,4.00,13.00,52.00,7.00,76.00,11.00,0.00,0.00
VA,HALIFAX CO PBLC SCHS,VA,CLAYS MILL ELEM,510177000710,2015,Salary Amount for Total Personnel (instructional support services and school administration),201328.00,,,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,CLAYS MILL ELEM,510177000710,2015,Salary Amount for Teachers,779838.00,,,,,,,,,,,,
