Lea State,LEA,School State,School,ID,Year,Category,Yes/No,Male,Female,Total,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total
VA,VA BEACH CITY PBLC SCHS,VA,SALEM HIGH,510384002166,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.05,0.00,0.06,0.17,0.21,0.04,0.54
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.03,0.00,0.04,0.09,0.29,0.03,0.49
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.05,0.00,0.04,0.09,0.30,0.03,0.51
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Participants on single-sex teams,,0.63,0.37,1.00,,,,,,,,
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.04,0.32,0.16,0.00,0.52
VA,MARTINSVILLE CITY PBLC SCHS,VA,MARTINSVILLE HIGH,510240000988,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.04,0.29,0.13,0.01,0.48
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Single-sex teams,,0.41,0.59,1.00,,,,,,,,
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Single-sex sports,,0.42,0.58,1.00,,,,,,,,
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Participants on single-sex teams,,0.42,0.58,1.00,,,,,,,,
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.03,0.03,0.45,0.01,0.53
VA,MATHEWS CO PBLC SCHS,VA,MATHEWS HIGH,510243000993,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.04,0.38,0.01,0.47
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Single-sex teams,,0.47,0.53,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Single-sex sports,,0.44,0.56,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.21,0.24,0.01,0.48
VA,MECKLENBURG CO PBLC SCHS,VA,PARK VIEW HIGH,510246001008,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.20,0.28,0.01,0.52
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Participants on single-sex teams,,0.61,0.39,1.00,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.28,0.24,0.00,0.55
VA,MECKLENBURG CO PBLC SCHS,VA,BLUESTONE  HIGH,510246000996,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.22,0.20,0.01,0.45
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.57,0.14,0.00,0.71
VA,MECKLENBURG CO PBLC SCHS,VA,ALTERNATIVE EDUCATION CENTER,510246002453,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.29
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.11,0.36,0.03,0.52
VA,MIDDLESEX CO PBLC SCHS,VA,MIDDLESEX HIGH,510249001012,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.01,0.08,0.36,0.03,0.48
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Participants on single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.01,0.00,0.02,0.01,0.48,0.01,0.52
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.03,0.02,0.43,0.01,0.48
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Single-sex sports,,0.45,0.55,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Participants on single-sex teams,,0.46,0.54,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.52
VA,MONTGOMERY CO PBLC SCHS,VA,AUBURN HIGH,510252001013,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.00,0.44,0.00,0.48
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Participants on single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.03,0.00,0.02,0.02,0.44,0.02,0.53
VA,MONTGOMERY CO PBLC SCHS,VA,BLACKSBURG HIGH,510252001016,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.03,0.00,0.01,0.02,0.38,0.02,0.47
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Single-sex teams,,0.67,0.33,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Single-sex sports,,0.67,0.33,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Participants on single-sex teams,,0.81,0.19,1.00,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.04,0.42,0.02,0.51
VA,MONTGOMERY CO PBLC SCHS,VA,CHRISTIANSBURG HIGH,510252001019,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.03,0.41,0.02,0.49
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.03,0.47,0.03,0.53
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.03,0.03,0.38,0.03,0.47
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.01,0.52,0.00,0.53
VA,BUCHANAN CO PBLC SCHS,VA,TWIN VALLEY HIGH,510051001947,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.01,0.47,0.00,0.47
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Single-sex teams,,0.44,0.56,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Single-sex sports,,0.44,0.56,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53
VA,BUCHANAN CO PBLC SCHS,VA,GRUNDY HIGH,510051000198,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Single-sex teams,,0.40,0.60,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Single-sex sports,,0.40,0.60,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Participants on single-sex teams,,0.31,0.69,1.00,,,,,,,,
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.42
VA,BUCHANAN CO PBLC SCHS,VA,COUNCIL HIGH,510051000193,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Single-sex teams,,0.47,0.53,1.00,,,,,,,,
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Single-sex sports,,0.43,0.57,1.00,,,,,,,,
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.19,0.27,0.03,0.50
VA,BUCKINGHAM CO PBLC SCHS,VA,BUCKINGHAM COUNTY HIGH,510054000210,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.18,0.27,0.02,0.50
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Single-sex sports,,0.55,0.45,1.00,,,,,,,,
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.00,0.00,0.00,0.02,0.51,0.01,0.56
VA,BUENA VISTA CITY PBLC SCHS,VA,PARRY MCCLUER HIGH,510056000217,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.00,0.00,0.00,0.03,0.37,0.01,0.44
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Single-sex teams,,0.47,0.53,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.00,0.00,0.00,0.07,0.41,0.01,0.51
VA,CAMPBELL CO PBLC SCHS,VA,RUSTBURG HIGH,510060000231,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.01,0.06,0.39,0.02,0.49
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Total Enrollment (Secondary Schools)-male,,,,,0.02,0.00,0.00,0.00,0.21,0.54,0.02,0.80
VA,CAMPBELL CO PBLC SCHS,VA,CORNERSTONE LEARNING CENTER,510060002332,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.02,0.17,0.00,0.20
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Single-sex teams,,0.00,1.00,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Single-sex sports,,0.00,1.00,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Participants on single-sex teams,,0.00,1.00,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.15,0.30,0.02,0.47
VA,CAMPBELL CO PBLC SCHS,VA,WILLIAM CAMPBELL HIGH,510060000233,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.18,0.32,0.01,0.53
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Single-sex teams,,0.46,0.54,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Participants on single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.01,0.00,0.01,0.06,0.39,0.01,0.49
VA,CAMPBELL CO PBLC SCHS,VA,BROOKVILLE HIGH,510060000223,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.01,0.06,0.41,0.02,0.51
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Single-sex teams,,0.45,0.55,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Single-sex sports,,0.45,0.55,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.12,0.36,0.03,0.53
VA,CAMPBELL CO PBLC SCHS,VA,ALTAVISTA HIGH,510060000220,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.11,0.31,0.04,0.47
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Single-sex teams,,0.29,0.71,1.00,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Single-sex sports,,0.25,0.75,1.00,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Participants on single-sex teams,,0.28,0.72,1.00,,,,,,,,
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.03,0.16,0.28,0.03,0.51
VA,CAROLINE CO PBLC SCHS,VA,CAROLINE HIGH,510066000238,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.03,0.15,0.27,0.03,0.49
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.11,0.00,0.61,0.00,0.72
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY ED CENTER,510069002489,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.00,0.50,0.01,0.54
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.00,0.42,0.01,0.46
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Single-sex sports,,0.44,0.56,1.00,,,,,,,,
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Participants on single-sex teams,,0.64,0.36,1.00,,,,,,,,
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Total Enrollment (Secondary Schools)-male,,,,,0.02,0.00,0.01,0.01,0.36,0.17,0.00,0.57
VA,CHARLES CITY CO PBLC SCHS,VA,CHARLES CITY CO HIGH,510072000258,2015,Total Enrollment (Secondary Schools)-female,,,,,0.04,0.01,0.00,0.01,0.26,0.12,0.00,0.43
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Single-sex teams,,0.45,0.55,1.00,,,,,,,,
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Single-sex sports,,0.45,0.55,1.00,,,,,,,,
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Participants on single-sex teams,,0.44,0.56,1.00,,,,,,,,
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.15,0.34,0.01,0.52
VA,CHARLOTTE CO PBLC SCHS,VA,RANDOLPH-HENRY HIGH,510075000270,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.17,0.28,0.02,0.48
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,CHARLOTTESVILLE HIGH,510078000273,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,CHARLOTTESVILLE HIGH,510078000273,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
